3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  1
3  sending request vote to the follower  2
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692646195341357238  commit quorum:  [4]
2023-08-21 19:30:09.821522188 +0000 UTC m=+29.664826116 ,  2023-08-21 19:30:09.822186459 +0000 UTC m=+29.665490397 ,  664080
2023-08-21 19:30:10.116316502 +0000 UTC m=+29.959620440 ,  2023-08-21 19:30:10.117002434 +0000 UTC m=+29.960306382 ,  685712
2023-08-21 19:30:10.146079276 +0000 UTC m=+29.989383204 ,  2023-08-21 19:30:10.146772722 +0000 UTC m=+29.990076660 ,  693156
2023-08-21 19:30:10.441226798 +0000 UTC m=+30.284530736 ,  2023-08-21 19:30:10.442200431 +0000 UTC m=+30.285504359 ,  973443
2023-08-21 19:30:10.47135511 +0000 UTC m=+30.314659038 ,  2023-08-21 19:30:10.4720558 +0000 UTC m=+30.315359718 ,  700550
2023-08-21 19:30:10.766849483 +0000 UTC m=+30.610153411 ,  2023-08-21 19:30:10.76790463 +0000 UTC m=+30.611208548 ,  1055047
2023-08-21 19:30:10.796947398 +0000 UTC m=+30.640251336 ,  2023-08-21 19:30:10.797699635 +0000 UTC m=+30.641003573 ,  752057
2023-08-21 19:30:11.092411695 +0000 UTC m=+30.935715633 ,  2023-08-21 19:30:11.093273698 +0000 UTC m=+30.936577616 ,  861893
2023-08-21 19:30:11.122295817 +0000 UTC m=+30.965599755 ,  2023-08-21 19:30:11.123000785 +0000 UTC m=+30.966304733 ,  704748
2023-08-21 19:30:11.417264801 +0000 UTC m=+31.260568749 ,  2023-08-21 19:30:11.418176778 +0000 UTC m=+31.261480716 ,  911787
2023-08-21 19:30:11.447341686 +0000 UTC m=+31.290645625 ,  2023-08-21 19:30:11.448164015 +0000 UTC m=+31.291467973 ,  822148
2023-08-21 19:30:11.742693421 +0000 UTC m=+31.585997360 ,  2023-08-21 19:30:11.743558801 +0000 UTC m=+31.586862749 ,  865209
2023-08-21 19:30:11.7726974 +0000 UTC m=+31.616001338 ,  2023-08-21 19:30:11.773529858 +0000 UTC m=+31.616833786 ,  832307
2023-08-21 19:30:12.068575425 +0000 UTC m=+31.911879363 ,  2023-08-21 19:30:12.072717817 +0000 UTC m=+31.916021735 ,  4142282
2023-08-21 19:30:12.101801041 +0000 UTC m=+31.945104969 ,  2023-08-21 19:30:12.102820802 +0000 UTC m=+31.946124750 ,  1019561
2023-08-21 19:30:12.397497946 +0000 UTC m=+32.240801884 ,  2023-08-21 19:30:12.398447394 +0000 UTC m=+32.241751342 ,  949278
2023-08-21 19:30:12.427551277 +0000 UTC m=+32.270855216 ,  2023-08-21 19:30:12.428314505 +0000 UTC m=+32.271618443 ,  763017
2023-08-21 19:30:12.722665514 +0000 UTC m=+32.565969453 ,  2023-08-21 19:30:12.72345407 +0000 UTC m=+32.566758008 ,  788374
2023-08-21 19:30:12.752644055 +0000 UTC m=+32.595947983 ,  2023-08-21 19:30:12.753624682 +0000 UTC m=+32.596928620 ,  980447
2023-08-21 19:30:13.048863164 +0000 UTC m=+32.892167102 ,  2023-08-21 19:30:13.049786312 +0000 UTC m=+32.893090221 ,  923038
2023-08-21 19:30:13.0792642 +0000 UTC m=+32.922568108 ,  2023-08-21 19:30:13.079854221 +0000 UTC m=+32.923158149 ,  589891
2023-08-21 19:30:13.37477275 +0000 UTC m=+33.218076678 ,  2023-08-21 19:30:13.375520358 +0000 UTC m=+33.218824316 ,  747407
2023-08-21 19:30:13.404649869 +0000 UTC m=+33.247953807 ,  2023-08-21 19:30:13.405458262 +0000 UTC m=+33.248762210 ,  808182
2023-08-21 19:30:13.720553802 +0000 UTC m=+33.563857740 ,  2023-08-21 19:30:13.721316539 +0000 UTC m=+33.564620447 ,  762616
2023-08-21 19:30:13.752117969 +0000 UTC m=+33.595421907 ,  2023-08-21 19:30:13.752906283 +0000 UTC m=+33.596210222 ,  788104
2023-08-21 19:30:14.048015711 +0000 UTC m=+33.891319650 ,  2023-08-21 19:30:14.048993092 +0000 UTC m=+33.892297000 ,  977260
2023-08-21 19:30:14.078071648 +0000 UTC m=+33.921375566 ,  2023-08-21 19:30:14.078738303 +0000 UTC m=+33.922042241 ,  666495
2023-08-21 19:30:14.378962224 +0000 UTC m=+34.222266162 ,  2023-08-21 19:30:14.38141308 +0000 UTC m=+34.224716988 ,  2450635
2023-08-21 19:30:14.41078647 +0000 UTC m=+34.254090398 ,  2023-08-21 19:30:14.411934382 +0000 UTC m=+34.255238320 ,  1147742
2023-08-21 19:30:14.706176968 +0000 UTC m=+34.549480906 ,  2023-08-21 19:30:14.706882247 +0000 UTC m=+34.550186195 ,  705068
2023-08-21 19:30:14.736032217 +0000 UTC m=+34.579336145 ,  2023-08-21 19:30:14.736775657 +0000 UTC m=+34.580079605 ,  743249
2023-08-21 19:30:15.031757905 +0000 UTC m=+34.875061833 ,  2023-08-21 19:30:15.032518568 +0000 UTC m=+34.875822506 ,  760442
2023-08-21 19:30:15.061622671 +0000 UTC m=+34.904926609 ,  2023-08-21 19:30:15.062423169 +0000 UTC m=+34.905727107 ,  800288
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 34222857.037349 1:Id: 1, EWMA: 34157358.509955 2:Id: 2, EWMA: 34175728.778462 4:Id: 4, EWMA: 484637.606236]
2023-08-21 19:30:15.356871514 +0000 UTC m=+35.200175452 ,  2023-08-21 19:30:15.357843354 +0000 UTC m=+35.201147303 ,  971640
2023-08-21 19:30:15.386854894 +0000 UTC m=+35.230158842 ,  2023-08-21 19:30:15.387597222 +0000 UTC m=+35.230901140 ,  742208
2023-08-21 19:30:15.682197581 +0000 UTC m=+35.525501519 ,  2023-08-21 19:30:15.683195771 +0000 UTC m=+35.526499689 ,  998080
2023-08-21 19:30:15.71227113 +0000 UTC m=+35.555575069 ,  2023-08-21 19:30:15.713060717 +0000 UTC m=+35.556364656 ,  789406
2023-08-21 19:30:16.007882323 +0000 UTC m=+35.851186241 ,  2023-08-21 19:30:16.008717306 +0000 UTC m=+35.852021244 ,  834823
2023-08-21 19:30:16.037839243 +0000 UTC m=+35.881143181 ,  2023-08-21 19:30:16.038641714 +0000 UTC m=+35.881945643 ,  802301
2023-08-21 19:30:16.068015877 +0000 UTC m=+35.911319815 ,  2023-08-21 19:30:16.076354381 +0000 UTC m=+35.919658289 ,  8338374
2023-08-21 19:30:16.06799614 +0000 UTC m=+35.911300088 ,  2023-08-21 19:30:16.076373066 +0000 UTC m=+35.919676974 ,  8376776
2023-08-21 19:30:16.068247743 +0000 UTC m=+35.911551762 ,  2023-08-21 19:30:16.077707069 +0000 UTC m=+35.921010977 ,  9458994
2023-08-21 19:30:16.068201496 +0000 UTC m=+35.911505434 ,  2023-08-21 19:30:16.077701077 +0000 UTC m=+35.921004985 ,  9499121
2023-08-21 19:30:16.068259996 +0000 UTC m=+35.911563935 ,  2023-08-21 19:30:16.077722919 +0000 UTC m=+35.921026827 ,  9462801
2023-08-21 19:30:16.068448702 +0000 UTC m=+35.911752640 ,  2023-08-21 19:30:16.077862391 +0000 UTC m=+35.921166309 ,  9413489
2023-08-21 19:30:16.068452218 +0000 UTC m=+35.911756167 ,  2023-08-21 19:30:16.077860307 +0000 UTC m=+35.921164215 ,  9407888
2023-08-21 19:30:16.070782167 +0000 UTC m=+35.914086075 ,  2023-08-21 19:30:16.078051067 +0000 UTC m=+35.921354975 ,  7268819
2023-08-21 19:30:16.068302927 +0000 UTC m=+35.911606865 ,  2023-08-21 19:30:16.077726796 +0000 UTC m=+35.921030714 ,  9423649
2023-08-21 19:30:16.07145841 +0000 UTC m=+35.914762348 ,  2023-08-21 19:30:16.078450068 +0000 UTC m=+35.921753986 ,  6991328
2023-08-21 19:30:16.070901872 +0000 UTC m=+35.914205820 ,  2023-08-21 19:30:16.078141417 +0000 UTC m=+35.921445365 ,  7238152
2023-08-21 19:30:16.068574429 +0000 UTC m=+35.911880641 ,  2023-08-21 19:30:16.077880345 +0000 UTC m=+35.921184263 ,  9303442
2023-08-21 19:30:16.068093292 +0000 UTC m=+35.911397241 ,  2023-08-21 19:30:16.077644621 +0000 UTC m=+35.920948529 ,  9551178
2023-08-21 19:30:16.068363221 +0000 UTC m=+35.911667159 ,  2023-08-21 19:30:16.077775017 +0000 UTC m=+35.921078925 ,  9411595
2023-08-21 19:30:16.068706097 +0000 UTC m=+35.912010035 ,  2023-08-21 19:30:16.077913598 +0000 UTC m=+35.921217506 ,  9207350
2023-08-21 19:30:16.068671702 +0000 UTC m=+35.911975640 ,  2023-08-21 19:30:16.077899491 +0000 UTC m=+35.921203409 ,  9227569
2023-08-21 19:30:16.068743818 +0000 UTC m=+35.912047756 ,  2023-08-21 19:30:16.077919138 +0000 UTC m=+35.921223046 ,  9175130
2023-08-21 19:30:16.068787189 +0000 UTC m=+35.912091107 ,  2023-08-21 19:30:16.077923727 +0000 UTC m=+35.921227635 ,  9136418
2023-08-21 19:30:16.068817296 +0000 UTC m=+35.912121214 ,  2023-08-21 19:30:16.077925109 +0000 UTC m=+35.921229027 ,  9107673
2023-08-21 19:30:16.068577695 +0000 UTC m=+35.911881613 ,  2023-08-21 19:30:16.077883541 +0000 UTC m=+35.921187459 ,  9305526
2023-08-21 19:30:16.069385797 +0000 UTC m=+35.912689725 ,  2023-08-21 19:30:16.077935399 +0000 UTC m=+35.921239307 ,  8549432
2023-08-21 19:30:16.068627949 +0000 UTC m=+35.911931878 ,  2023-08-21 19:30:16.077904921 +0000 UTC m=+35.921208829 ,  9276761
2023-08-21 19:30:16.069200287 +0000 UTC m=+35.912504215 ,  2023-08-21 19:30:16.077939366 +0000 UTC m=+35.921243274 ,  8738999
2023-08-21 19:30:16.069396697 +0000 UTC m=+35.912700645 ,  2023-08-21 19:30:16.077946951 +0000 UTC m=+35.921250869 ,  8550073
2023-08-21 19:30:16.07056627 +0000 UTC m=+35.913870178 ,  2023-08-21 19:30:16.07794663 +0000 UTC m=+35.921250538 ,  7379979
2023-08-21 19:30:16.070572642 +0000 UTC m=+35.913876550 ,  2023-08-21 19:30:16.077989511 +0000 UTC m=+35.921293429 ,  7416718
2023-08-21 19:30:16.07066167 +0000 UTC m=+35.913965588 ,  2023-08-21 19:30:16.07799976 +0000 UTC m=+35.921303678 ,  7337930
2023-08-21 19:30:16.070686086 +0000 UTC m=+35.913990004 ,  2023-08-21 19:30:16.078011632 +0000 UTC m=+35.921315540 ,  7325466
2023-08-21 19:30:16.070684022 +0000 UTC m=+35.913987940 ,  2023-08-21 19:30:16.078014798 +0000 UTC m=+35.921318706 ,  7330366
2023-08-21 19:30:16.070743354 +0000 UTC m=+35.914047272 ,  2023-08-21 19:30:16.078022703 +0000 UTC m=+35.921326611 ,  7279279
2023-08-21 19:30:16.070727083 +0000 UTC m=+35.914030991 ,  2023-08-21 19:30:16.078023004 +0000 UTC m=+35.921326912 ,  7295801
2023-08-21 19:30:16.070765846 +0000 UTC m=+35.914069764 ,  2023-08-21 19:30:16.078038453 +0000 UTC m=+35.921342361 ,  7272437
2023-08-21 19:30:16.070743434 +0000 UTC m=+35.914047342 ,  2023-08-21 19:30:16.078037681 +0000 UTC m=+35.921341589 ,  7294087
2023-08-21 19:30:16.068376847 +0000 UTC m=+35.911680785 ,  2023-08-21 19:30:16.077828367 +0000 UTC m=+35.921132275 ,  9451330
2023-08-21 19:30:16.070795983 +0000 UTC m=+35.914099891 ,  2023-08-21 19:30:16.078051968 +0000 UTC m=+35.921355876 ,  7255835
2023-08-21 19:30:16.07089007 +0000 UTC m=+35.914193988 ,  2023-08-21 19:30:16.078146897 +0000 UTC m=+35.921450805 ,  7256466
2023-08-21 19:30:16.07089558 +0000 UTC m=+35.914199488 ,  2023-08-21 19:30:16.078170852 +0000 UTC m=+35.921474760 ,  7274881
2023-08-21 19:30:16.068307215 +0000 UTC m=+35.911611153 ,  2023-08-21 19:30:16.077745711 +0000 UTC m=+35.921049630 ,  9438306
2023-08-21 19:30:16.068339697 +0000 UTC m=+35.911643645 ,  2023-08-21 19:30:16.077746002 +0000 UTC m=+35.921049910 ,  9406135
2023-08-21 19:30:16.071317104 +0000 UTC m=+35.914621012 ,  2023-08-21 19:30:16.078505703 +0000 UTC m=+35.921809611 ,  7188549
2023-08-21 19:30:16.106596157 +0000 UTC m=+35.949900095 ,  2023-08-21 19:30:16.116466106 +0000 UTC m=+35.959770024 ,  9869799
2023-08-21 19:30:16.106641142 +0000 UTC m=+35.949945080 ,  2023-08-21 19:30:16.116512263 +0000 UTC m=+35.959816171 ,  9871011
2023-08-21 19:30:16.107170589 +0000 UTC m=+35.950474527 ,  2023-08-21 19:30:16.116518885 +0000 UTC m=+35.959822803 ,  9348066
2023-08-21 19:30:16.106674856 +0000 UTC m=+35.949978794 ,  2023-08-21 19:30:16.116524366 +0000 UTC m=+35.959828284 ,  9849410
2023-08-21 19:30:16.106563706 +0000 UTC m=+35.949867634 ,  2023-08-21 19:30:16.116506302 +0000 UTC m=+35.959810210 ,  9942466
2023-08-21 19:30:16.106690094 +0000 UTC m=+35.949994032 ,  2023-08-21 19:30:16.116588997 +0000 UTC m=+35.959892906 ,  9898823
2023-08-21 19:30:16.106892716 +0000 UTC m=+35.950196654 ,  2023-08-21 19:30:16.118275474 +0000 UTC m=+35.961579382 ,  11382367
2023-08-21 19:30:16.107333065 +0000 UTC m=+35.950637013 ,  2023-08-21 19:30:16.118569988 +0000 UTC m=+35.961873896 ,  11235932
2023-08-21 19:30:16.107230712 +0000 UTC m=+35.950534661 ,  2023-08-21 19:30:16.118627046 +0000 UTC m=+35.961930964 ,  11395251
2023-08-21 19:30:16.106835127 +0000 UTC m=+35.950139055 ,  2023-08-21 19:30:16.118376474 +0000 UTC m=+35.961680392 ,  11541207
2023-08-21 19:30:16.108243159 +0000 UTC m=+35.951547067 ,  2023-08-21 19:30:16.118780765 +0000 UTC m=+35.962084673 ,  10537416
2023-08-21 19:30:16.107093664 +0000 UTC m=+35.950397602 ,  2023-08-21 19:30:16.118474228 +0000 UTC m=+35.961778146 ,  11380183
2023-08-21 19:30:16.107101669 +0000 UTC m=+35.950405618 ,  2023-08-21 19:30:16.118493284 +0000 UTC m=+35.961797202 ,  11391023
2023-08-21 19:30:16.107466106 +0000 UTC m=+35.950770054 ,  2023-08-21 19:30:16.118609142 +0000 UTC m=+35.961913050 ,  11142615
2023-08-21 19:30:16.107454694 +0000 UTC m=+35.950758642 ,  2023-08-21 19:30:16.118616616 +0000 UTC m=+35.961920534 ,  11161742
2023-08-21 19:30:16.106721513 +0000 UTC m=+35.950025452 ,  2023-08-21 19:30:16.116571004 +0000 UTC m=+35.959874922 ,  9849349
2023-08-21 19:30:16.107566264 +0000 UTC m=+35.950870202 ,  2023-08-21 19:30:16.118643988 +0000 UTC m=+35.961947896 ,  11077413
2023-08-21 19:30:16.107525658 +0000 UTC m=+35.950829606 ,  2023-08-21 19:30:16.118651051 +0000 UTC m=+35.961954969 ,  11125223
2023-08-21 19:30:16.10829691 +0000 UTC m=+35.951600819 ,  2023-08-21 19:30:16.119108392 +0000 UTC m=+35.962412310 ,  10811331
2023-08-21 19:30:16.108294957 +0000 UTC m=+35.951598885 ,  2023-08-21 19:30:16.119121267 +0000 UTC m=+35.962425185 ,  10825588
2023-08-21 19:30:16.107326413 +0000 UTC m=+35.950630361 ,  2023-08-21 19:30:16.118620514 +0000 UTC m=+35.961924432 ,  11293870
2023-08-21 19:30:16.108302331 +0000 UTC m=+35.951606239 ,  2023-08-21 19:30:16.119174918 +0000 UTC m=+35.962478836 ,  10872246
2023-08-21 19:30:16.108245053 +0000 UTC m=+35.951548991 ,  2023-08-21 19:30:16.11896921 +0000 UTC m=+35.962273118 ,  10723987
2023-08-21 19:30:16.108317068 +0000 UTC m=+35.951620976 ,  2023-08-21 19:30:16.119396204 +0000 UTC m=+35.962700113 ,  11079066
2023-08-21 19:30:16.108252958 +0000 UTC m=+35.951556866 ,  2023-08-21 19:30:16.119092282 +0000 UTC m=+35.962396200 ,  10838332
2023-08-21 19:30:16.107420159 +0000 UTC m=+35.950724097 ,  2023-08-21 19:30:16.118561563 +0000 UTC m=+35.961865481 ,  11141243
2023-08-21 19:30:16.108233321 +0000 UTC m=+35.951537239 ,  2023-08-21 19:30:16.118790073 +0000 UTC m=+35.962093981 ,  10555991
2023-08-21 19:30:16.1083018 +0000 UTC m=+35.951605728 ,  2023-08-21 19:30:16.119279455 +0000 UTC m=+35.962583373 ,  10977504
2023-08-21 19:30:16.108326416 +0000 UTC m=+35.951630354 ,  2023-08-21 19:30:16.119402757 +0000 UTC m=+35.962706665 ,  11075179
2023-08-21 19:30:16.108348858 +0000 UTC m=+35.951652776 ,  2023-08-21 19:30:16.119534325 +0000 UTC m=+35.962838243 ,  11184996
2023-08-21 19:30:16.108355 +0000 UTC m=+35.951658938 ,  2023-08-21 19:30:16.119584389 +0000 UTC m=+35.962888307 ,  11229229
2023-08-21 19:30:16.108330023 +0000 UTC m=+35.951633931 ,  2023-08-21 19:30:16.119532912 +0000 UTC m=+35.962836820 ,  11202087
2023-08-21 19:30:16.108356172 +0000 UTC m=+35.951660120 ,  2023-08-21 19:30:16.119589639 +0000 UTC m=+35.962893547 ,  11233236
2023-08-21 19:30:16.108358176 +0000 UTC m=+35.951662104 ,  2023-08-21 19:30:16.119618984 +0000 UTC m=+35.962922892 ,  11260748
2023-08-21 19:30:16.108381119 +0000 UTC m=+35.951685047 ,  2023-08-21 19:30:16.120149022 +0000 UTC m=+35.963452940 ,  11767843
2023-08-21 19:30:16.108366081 +0000 UTC m=+35.951670019 ,  2023-08-21 19:30:16.119619755 +0000 UTC m=+35.962923664 ,  11253544
2023-08-21 19:30:16.108396628 +0000 UTC m=+35.951700556 ,  2023-08-21 19:30:16.120133653 +0000 UTC m=+35.963437571 ,  11736945
2023-08-21 19:30:16.108415233 +0000 UTC m=+35.951719161 ,  2023-08-21 19:30:16.120202884 +0000 UTC m=+35.963506792 ,  11787581
2023-08-21 19:30:16.108453716 +0000 UTC m=+35.951757654 ,  2023-08-21 19:30:16.120217341 +0000 UTC m=+35.963521259 ,  11763294
2023-08-21 19:30:16.108431494 +0000 UTC m=+35.951735402 ,  2023-08-21 19:30:16.120199337 +0000 UTC m=+35.963503245 ,  11767522
2023-08-21 19:30:16.145260506 +0000 UTC m=+35.988564444 ,  2023-08-21 19:30:16.158562809 +0000 UTC m=+36.001866727 ,  13301893
2023-08-21 19:30:16.145260456 +0000 UTC m=+35.988564394 ,  2023-08-21 19:30:16.158562268 +0000 UTC m=+36.001866196 ,  13301592
2023-08-21 19:30:16.147665486 +0000 UTC m=+35.990969394 ,  2023-08-21 19:30:16.158913971 +0000 UTC m=+36.002217889 ,  11248024
2023-08-21 19:30:16.147810118 +0000 UTC m=+35.991114036 ,  2023-08-21 19:30:16.15940219 +0000 UTC m=+36.002706098 ,  11592012
2023-08-21 19:30:16.145315079 +0000 UTC m=+35.988618997 ,  2023-08-21 19:30:16.158771573 +0000 UTC m=+36.002075481 ,  13455872
2023-08-21 19:30:16.147779561 +0000 UTC m=+35.991083479 ,  2023-08-21 19:30:16.158928538 +0000 UTC m=+36.002232446 ,  11148727
2023-08-21 19:30:16.147846707 +0000 UTC m=+35.991150615 ,  2023-08-21 19:30:16.159450742 +0000 UTC m=+36.002754650 ,  11603734
2023-08-21 19:30:16.147781895 +0000 UTC m=+35.991085813 ,  2023-08-21 19:30:16.158930442 +0000 UTC m=+36.002234350 ,  11148286
2023-08-21 19:30:16.147490877 +0000 UTC m=+35.990794785 ,  2023-08-21 19:30:16.158878654 +0000 UTC m=+36.002182562 ,  11387256
2023-08-21 19:30:16.147785392 +0000 UTC m=+35.991089300 ,  2023-08-21 19:30:16.158997007 +0000 UTC m=+36.002300915 ,  11211535
2023-08-21 19:30:16.148130872 +0000 UTC m=+35.991434780 ,  2023-08-21 19:30:16.15951882 +0000 UTC m=+36.002822728 ,  11387597
2023-08-21 19:30:16.148243023 +0000 UTC m=+35.991546932 ,  2023-08-21 19:30:16.158897209 +0000 UTC m=+36.002201117 ,  10653875
2023-08-21 19:30:16.14774712 +0000 UTC m=+35.991051028 ,  2023-08-21 19:30:16.158914492 +0000 UTC m=+36.002218400 ,  11166991
2023-08-21 19:30:16.148189803 +0000 UTC m=+35.991493721 ,  2023-08-21 19:30:16.159552674 +0000 UTC m=+36.002856582 ,  11362730
2023-08-21 19:30:16.147371853 +0000 UTC m=+35.990675771 ,  2023-08-21 19:30:16.15880208 +0000 UTC m=+36.002105988 ,  11429896
2023-08-21 19:30:16.147659174 +0000 UTC m=+35.990963082 ,  2023-08-21 19:30:16.158895396 +0000 UTC m=+36.002199304 ,  11236142
2023-08-21 19:30:16.145408535 +0000 UTC m=+35.988712473 ,  2023-08-21 19:30:16.158870639 +0000 UTC m=+36.002174547 ,  13400568
2023-08-21 19:30:16.148163524 +0000 UTC m=+35.991467442 ,  2023-08-21 19:30:16.159504874 +0000 UTC m=+36.002808792 ,  11341219
2023-08-21 19:30:16.145302966 +0000 UTC m=+35.988606904 ,  2023-08-21 19:30:16.15876487 +0000 UTC m=+36.002068778 ,  13461613
