3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692651482781482625  commit quorum:  [4]
2023-08-21 20:58:18.723422888 +0000 UTC m=+31.125850993 ,  2023-08-21 20:58:18.72474587 +0000 UTC m=+31.127173955 ,  1322912
2023-08-21 20:58:18.753992761 +0000 UTC m=+31.156420846 ,  2023-08-21 20:58:18.754714891 +0000 UTC m=+31.157142996 ,  722020
2023-08-21 20:58:19.048958338 +0000 UTC m=+31.451386453 ,  2023-08-21 20:58:19.049777721 +0000 UTC m=+31.452205816 ,  819283
2023-08-21 20:58:19.07879017 +0000 UTC m=+31.481218275 ,  2023-08-21 20:58:19.079657123 +0000 UTC m=+31.482085248 ,  866802
2023-08-21 20:58:19.373735648 +0000 UTC m=+31.776163753 ,  2023-08-21 20:58:19.374600727 +0000 UTC m=+31.777028812 ,  864999
2023-08-21 20:58:19.403663391 +0000 UTC m=+31.806091496 ,  2023-08-21 20:58:19.404647655 +0000 UTC m=+31.807075770 ,  984144
2023-08-21 20:58:19.698750818 +0000 UTC m=+32.101178923 ,  2023-08-21 20:58:19.699710445 +0000 UTC m=+32.102138560 ,  959206
2023-08-21 20:58:19.72882173 +0000 UTC m=+32.131249845 ,  2023-08-21 20:58:19.729683212 +0000 UTC m=+32.132111328 ,  861342
2023-08-21 20:58:20.024801378 +0000 UTC m=+32.427229493 ,  2023-08-21 20:58:20.026303276 +0000 UTC m=+32.428731361 ,  1501778
2023-08-21 20:58:20.05543527 +0000 UTC m=+32.457863386 ,  2023-08-21 20:58:20.0562795 +0000 UTC m=+32.458707606 ,  844089
2023-08-21 20:58:20.351219029 +0000 UTC m=+32.753647144 ,  2023-08-21 20:58:20.353456172 +0000 UTC m=+32.755884257 ,  2237053
2023-08-21 20:58:20.382694285 +0000 UTC m=+32.785122370 ,  2023-08-21 20:58:20.383370188 +0000 UTC m=+32.785798303 ,  675793
2023-08-21 20:58:20.678174872 +0000 UTC m=+33.080602987 ,  2023-08-21 20:58:20.678986741 +0000 UTC m=+33.081414836 ,  811779
2023-08-21 20:58:20.708034316 +0000 UTC m=+33.110462431 ,  2023-08-21 20:58:20.709028849 +0000 UTC m=+33.111456944 ,  994443
2023-08-21 20:58:21.0093812 +0000 UTC m=+33.411809315 ,  2023-08-21 20:58:21.010440415 +0000 UTC m=+33.412868530 ,  1059055
2023-08-21 20:58:21.039532795 +0000 UTC m=+33.441960910 ,  2023-08-21 20:58:21.040487783 +0000 UTC m=+33.442915908 ,  954838
2023-08-21 20:58:21.334835707 +0000 UTC m=+33.737263822 ,  2023-08-21 20:58:21.335829439 +0000 UTC m=+33.738257564 ,  993581
2023-08-21 20:58:21.365011387 +0000 UTC m=+33.767439502 ,  2023-08-21 20:58:21.365945115 +0000 UTC m=+33.768373221 ,  933588
2023-08-21 20:58:21.660306404 +0000 UTC m=+34.062734519 ,  2023-08-21 20:58:21.661203804 +0000 UTC m=+34.063631919 ,  897270
2023-08-21 20:58:21.690340437 +0000 UTC m=+34.092768552 ,  2023-08-21 20:58:21.691448604 +0000 UTC m=+34.093876719 ,  1108027
2023-08-21 20:58:21.986032142 +0000 UTC m=+34.388460267 ,  2023-08-21 20:58:21.987006126 +0000 UTC m=+34.389434231 ,  973834
2023-08-21 20:58:22.016077166 +0000 UTC m=+34.418505261 ,  2023-08-21 20:58:22.016701531 +0000 UTC m=+34.419129636 ,  624245
2023-08-21 20:58:22.311564806 +0000 UTC m=+34.713992931 ,  2023-08-21 20:58:22.312511499 +0000 UTC m=+34.714939614 ,  946543
2023-08-21 20:58:22.341640918 +0000 UTC m=+34.744069043 ,  2023-08-21 20:58:22.342550942 +0000 UTC m=+34.744979027 ,  909924
2023-08-21 20:58:22.372470239 +0000 UTC m=+34.774898344 ,  2023-08-21 20:58:22.386460095 +0000 UTC m=+34.788888180 ,  13989766
2023-08-21 20:58:22.372301631 +0000 UTC m=+34.774729736 ,  2023-08-21 20:58:22.386513646 +0000 UTC m=+34.788941731 ,  14211454
2023-08-21 20:58:22.372643355 +0000 UTC m=+34.775071530 ,  2023-08-21 20:58:22.386548973 +0000 UTC m=+34.788977058 ,  13905127
2023-08-21 20:58:22.373530706 +0000 UTC m=+34.775958801 ,  2023-08-21 20:58:22.38657957 +0000 UTC m=+34.789007666 ,  13048734
2023-08-21 20:58:22.372736761 +0000 UTC m=+34.775164936 ,  2023-08-21 20:58:22.386541449 +0000 UTC m=+34.788969534 ,  13804277
2023-08-21 20:58:22.372988855 +0000 UTC m=+34.775417031 ,  2023-08-21 20:58:22.38666446 +0000 UTC m=+34.789092545 ,  13675464
2023-08-21 20:58:22.37291176 +0000 UTC m=+34.775339885 ,  2023-08-21 20:58:22.386684538 +0000 UTC m=+34.789112623 ,  13772337
2023-08-21 20:58:22.37405339 +0000 UTC m=+34.776481475 ,  2023-08-21 20:58:22.386709335 +0000 UTC m=+34.789137440 ,  12655845
2023-08-21 20:58:22.374003376 +0000 UTC m=+34.776431471 ,  2023-08-21 20:58:22.386739061 +0000 UTC m=+34.789167156 ,  12735625
2023-08-21 20:58:22.374112872 +0000 UTC m=+34.776540957 ,  2023-08-21 20:58:22.386757075 +0000 UTC m=+34.789185230 ,  12644062
2023-08-21 20:58:22.375762148 +0000 UTC m=+34.778190233 ,  2023-08-21 20:58:22.386906226 +0000 UTC m=+34.789334311 ,  11144028
2023-08-21 20:58:22.373843765 +0000 UTC m=+34.776271861 ,  2023-08-21 20:58:22.38663225 +0000 UTC m=+34.789060335 ,  12788073
2023-08-21 20:58:22.373862441 +0000 UTC m=+34.776290526 ,  2023-08-21 20:58:22.386652848 +0000 UTC m=+34.789080944 ,  12790287
2023-08-21 20:58:22.372988585 +0000 UTC m=+34.775416760 ,  2023-08-21 20:58:22.386694888 +0000 UTC m=+34.789122973 ,  13706102
2023-08-21 20:58:22.374054903 +0000 UTC m=+34.776482988 ,  2023-08-21 20:58:22.386708523 +0000 UTC m=+34.789136618 ,  12653470
2023-08-21 20:58:22.373996152 +0000 UTC m=+34.776424237 ,  2023-08-21 20:58:22.38672285 +0000 UTC m=+34.789150935 ,  12726638
2023-08-21 20:58:22.374100499 +0000 UTC m=+34.776528584 ,  2023-08-21 20:58:22.38672788 +0000 UTC m=+34.789155975 ,  12627291
2023-08-21 20:58:22.374017933 +0000 UTC m=+34.776446019 ,  2023-08-21 20:58:22.386736486 +0000 UTC m=+34.789164581 ,  12718502
2023-08-21 20:58:22.373843715 +0000 UTC m=+34.776271800 ,  2023-08-21 20:58:22.38665377 +0000 UTC m=+34.789081865 ,  12809985
2023-08-21 20:58:22.373896685 +0000 UTC m=+34.776324770 ,  2023-08-21 20:58:22.386666584 +0000 UTC m=+34.789094689 ,  12769428
2023-08-21 20:58:22.374029175 +0000 UTC m=+34.776457260 ,  2023-08-21 20:58:22.386775229 +0000 UTC m=+34.789203314 ,  12745944
2023-08-21 20:58:22.373835059 +0000 UTC m=+34.776263154 ,  2023-08-21 20:58:22.386635015 +0000 UTC m=+34.789063110 ,  12799475
2023-08-21 20:58:22.374117751 +0000 UTC m=+34.776545837 ,  2023-08-21 20:58:22.386786791 +0000 UTC m=+34.789214886 ,  12668888
2023-08-21 20:58:22.374115327 +0000 UTC m=+34.776543422 ,  2023-08-21 20:58:22.386795667 +0000 UTC m=+34.789223762 ,  12680000
2023-08-21 20:58:22.374184728 +0000 UTC m=+34.776612813 ,  2023-08-21 20:58:22.386801118 +0000 UTC m=+34.789229213 ,  12616249
2023-08-21 20:58:22.374164439 +0000 UTC m=+34.776592534 ,  2023-08-21 20:58:22.386800537 +0000 UTC m=+34.789228632 ,  12635967
2023-08-21 20:58:22.374136276 +0000 UTC m=+34.776564361 ,  2023-08-21 20:58:22.386823891 +0000 UTC m=+34.789251976 ,  12687324
2023-08-21 20:58:22.374171683 +0000 UTC m=+34.776599768 ,  2023-08-21 20:58:22.386833519 +0000 UTC m=+34.789261604 ,  12661776
2023-08-21 20:58:22.375506557 +0000 UTC m=+34.777934642 ,  2023-08-21 20:58:22.386843688 +0000 UTC m=+34.789271773 ,  11337081
2023-08-21 20:58:22.375504313 +0000 UTC m=+34.777932398 ,  2023-08-21 20:58:22.38684993 +0000 UTC m=+34.789278035 ,  11345526
2023-08-21 20:58:22.375509683 +0000 UTC m=+34.777937768 ,  2023-08-21 20:58:22.386864507 +0000 UTC m=+34.789292612 ,  11354133
2023-08-21 20:58:22.375516656 +0000 UTC m=+34.777944741 ,  2023-08-21 20:58:22.386867843 +0000 UTC m=+34.789295928 ,  11351127
2023-08-21 20:58:22.375568634 +0000 UTC m=+34.777996719 ,  2023-08-21 20:58:22.386882391 +0000 UTC m=+34.789310476 ,  11313637
2023-08-21 20:58:22.375580086 +0000 UTC m=+34.778008201 ,  2023-08-21 20:58:22.386884465 +0000 UTC m=+34.789312550 ,  11304289
2023-08-21 20:58:22.375595505 +0000 UTC m=+34.778023600 ,  2023-08-21 20:58:22.38689242 +0000 UTC m=+34.789320515 ,  11296865
2023-08-21 20:58:22.375706253 +0000 UTC m=+34.778134348 ,  2023-08-21 20:58:22.386893111 +0000 UTC m=+34.789321196 ,  11186798
2023-08-21 20:58:22.375766797 +0000 UTC m=+34.778194892 ,  2023-08-21 20:58:22.386907258 +0000 UTC m=+34.789335353 ,  11140411
2023-08-21 20:58:22.375892394 +0000 UTC m=+34.778320479 ,  2023-08-21 20:58:22.386921023 +0000 UTC m=+34.789349119 ,  11028589
2023-08-21 20:58:22.375849072 +0000 UTC m=+34.778277157 ,  2023-08-21 20:58:22.386928267 +0000 UTC m=+34.789356352 ,  11079145
2023-08-21 20:58:22.373833566 +0000 UTC m=+34.776261651 ,  2023-08-21 20:58:22.386582736 +0000 UTC m=+34.789010831 ,  12748239
2023-08-21 20:58:22.415480991 +0000 UTC m=+34.817909106 ,  2023-08-21 20:58:22.427101265 +0000 UTC m=+34.829529350 ,  11620194
2023-08-21 20:58:22.41535857 +0000 UTC m=+34.817786685 ,  2023-08-21 20:58:22.427082459 +0000 UTC m=+34.829510544 ,  11723419
2023-08-21 20:58:22.415436808 +0000 UTC m=+34.817864923 ,  2023-08-21 20:58:22.427081367 +0000 UTC m=+34.829509452 ,  11644169
2023-08-21 20:58:22.416490071 +0000 UTC m=+34.818918166 ,  2023-08-21 20:58:22.429281791 +0000 UTC m=+34.831709886 ,  12791660
2023-08-21 20:58:22.416607242 +0000 UTC m=+34.819035327 ,  2023-08-21 20:58:22.429705339 +0000 UTC m=+34.832133424 ,  13098047
2023-08-21 20:58:22.415538289 +0000 UTC m=+34.817966404 ,  2023-08-21 20:58:22.428762974 +0000 UTC m=+34.831191069 ,  13224214
2023-08-21 20:58:22.415580809 +0000 UTC m=+34.818008914 ,  2023-08-21 20:58:22.428988449 +0000 UTC m=+34.831416534 ,  13407490
2023-08-21 20:58:22.418668243 +0000 UTC m=+34.821096338 ,  2023-08-21 20:58:22.429885709 +0000 UTC m=+34.832313794 ,  11217296
2023-08-21 20:58:22.415683693 +0000 UTC m=+34.818111818 ,  2023-08-21 20:58:22.428998558 +0000 UTC m=+34.831426653 ,  13314675
2023-08-21 20:58:22.416431701 +0000 UTC m=+34.818859816 ,  2023-08-21 20:58:22.429050536 +0000 UTC m=+34.831478621 ,  12618584
2023-08-21 20:58:22.416438284 +0000 UTC m=+34.818866379 ,  2023-08-21 20:58:22.429089549 +0000 UTC m=+34.831517634 ,  12651175
2023-08-21 20:58:22.416444054 +0000 UTC m=+34.818872139 ,  2023-08-21 20:58:22.429146967 +0000 UTC m=+34.831575052 ,  12702853
2023-08-21 20:58:22.416443023 +0000 UTC m=+34.818871128 ,  2023-08-21 20:58:22.429097294 +0000 UTC m=+34.831525389 ,  12654010
2023-08-21 20:58:22.416451348 +0000 UTC m=+34.818879443 ,  2023-08-21 20:58:22.429152177 +0000 UTC m=+34.831580262 ,  12700559
2023-08-21 20:58:22.416477618 +0000 UTC m=+34.818905713 ,  2023-08-21 20:58:22.42922289 +0000 UTC m=+34.831650975 ,  12745112
2023-08-21 20:58:22.416488428 +0000 UTC m=+34.818916543 ,  2023-08-21 20:58:22.4292598 +0000 UTC m=+34.831687885 ,  12771292
2023-08-21 20:58:22.416485883 +0000 UTC m=+34.818913968 ,  2023-08-21 20:58:22.429262305 +0000 UTC m=+34.831690390 ,  12776342
2023-08-21 20:58:22.416480563 +0000 UTC m=+34.818908648 ,  2023-08-21 20:58:22.429190289 +0000 UTC m=+34.831618374 ,  12709596
2023-08-21 20:58:22.416492676 +0000 UTC m=+34.818920771 ,  2023-08-21 20:58:22.429284496 +0000 UTC m=+34.831712592 ,  12791460
2023-08-21 20:58:22.41552325 +0000 UTC m=+34.817951375 ,  2023-08-21 20:58:22.428764738 +0000 UTC m=+34.831192823 ,  13241087
2023-08-21 20:58:22.416496082 +0000 UTC m=+34.818924177 ,  2023-08-21 20:58:22.429288284 +0000 UTC m=+34.831716369 ,  12792061
2023-08-21 20:58:22.416518414 +0000 UTC m=+34.818946570 ,  2023-08-21 20:58:22.429634836 +0000 UTC m=+34.832062931 ,  13116261
2023-08-21 20:58:22.416518094 +0000 UTC m=+34.818946209 ,  2023-08-21 20:58:22.429669582 +0000 UTC m=+34.832097677 ,  13151177
2023-08-21 20:58:22.41655859 +0000 UTC m=+34.818986715 ,  2023-08-21 20:58:22.429670874 +0000 UTC m=+34.832098959 ,  13112194
2023-08-21 20:58:22.41657455 +0000 UTC m=+34.819002675 ,  2023-08-21 20:58:22.429693427 +0000 UTC m=+34.832121512 ,  13118777
2023-08-21 20:58:22.416564331 +0000 UTC m=+34.818992416 ,  2023-08-21 20:58:22.429691523 +0000 UTC m=+34.832119608 ,  13126871
2023-08-21 20:58:22.416600279 +0000 UTC m=+34.819028374 ,  2023-08-21 20:58:22.429707313 +0000 UTC m=+34.832135398 ,  13106974
2023-08-21 20:58:22.416667175 +0000 UTC m=+34.819095270 ,  2023-08-21 20:58:22.429725477 +0000 UTC m=+34.832153562 ,  13058011
2023-08-21 20:58:22.416615087 +0000 UTC m=+34.819043182 ,  2023-08-21 20:58:22.429723984 +0000 UTC m=+34.832152079 ,  13108807
2023-08-21 20:58:22.416669329 +0000 UTC m=+34.819097434 ,  2023-08-21 20:58:22.429743651 +0000 UTC m=+34.832171746 ,  13074172
2023-08-21 20:58:22.416697422 +0000 UTC m=+34.819125517 ,  2023-08-21 20:58:22.429740806 +0000 UTC m=+34.832168891 ,  13043324
2023-08-21 20:58:22.41547545 +0000 UTC m=+34.817903565 ,  2023-08-21 20:58:22.427099061 +0000 UTC m=+34.829527146 ,  11623500
2023-08-21 20:58:22.416705777 +0000 UTC m=+34.819133872 ,  2023-08-21 20:58:22.42977491 +0000 UTC m=+34.832203005 ,  13068742
2023-08-21 20:58:22.416726987 +0000 UTC m=+34.819155112 ,  2023-08-21 20:58:22.42977469 +0000 UTC m=+34.832202775 ,  13047593
2023-08-21 20:58:22.416754379 +0000 UTC m=+34.819182464 ,  2023-08-21 20:58:22.42981178 +0000 UTC m=+34.832239865 ,  13057320
2023-08-21 20:58:22.416747446 +0000 UTC m=+34.819175541 ,  2023-08-21 20:58:22.429847006 +0000 UTC m=+34.832275091 ,  13099500
2023-08-21 20:58:22.418585287 +0000 UTC m=+34.821013372 ,  2023-08-21 20:58:22.429862605 +0000 UTC m=+34.832290690 ,  11277268
2023-08-21 20:58:22.418637836 +0000 UTC m=+34.821065921 ,  2023-08-21 20:58:22.429867014 +0000 UTC m=+34.832295099 ,  11229127
2023-08-21 20:58:22.418743134 +0000 UTC m=+34.821171219 ,  2023-08-21 20:58:22.429887402 +0000 UTC m=+34.832315487 ,  11144218
2023-08-21 20:58:22.4164149 +0000 UTC m=+34.818842985 ,  2023-08-21 20:58:22.429043272 +0000 UTC m=+34.831471357 ,  12628172
2023-08-21 20:58:22.45761953 +0000 UTC m=+34.860047635 ,  2023-08-21 20:58:22.460369729 +0000 UTC m=+34.862797824 ,  2749869
2023-08-21 20:58:22.457499915 +0000 UTC m=+34.859928020 ,  2023-08-21 20:58:22.460375781 +0000 UTC m=+34.862803866 ,  2875766
2023-08-21 20:58:22.458440947 +0000 UTC m=+34.860869032 ,  2023-08-21 20:58:22.463939262 +0000 UTC m=+34.866367357 ,  5497974
2023-08-21 20:58:22.458349585 +0000 UTC m=+34.860777670 ,  2023-08-21 20:58:22.464100065 +0000 UTC m=+34.866528160 ,  5750129
2023-08-21 20:58:22.45844776 +0000 UTC m=+34.860875865 ,  2023-08-21 20:58:22.464161971 +0000 UTC m=+34.866590056 ,  5713781
2023-08-21 20:58:22.458605507 +0000 UTC m=+34.861033622 ,  2023-08-21 20:58:22.471027601 +0000 UTC m=+34.873455686 ,  12421764
2023-08-21 20:58:22.458517351 +0000 UTC m=+34.860945436 ,  2023-08-21 20:58:22.471029585 +0000 UTC m=+34.873457670 ,  12512064
2023-08-21 20:58:22.458634061 +0000 UTC m=+34.861062146 ,  2023-08-21 20:58:22.471083146 +0000 UTC m=+34.873511231 ,  12448764
2023-08-21 20:58:22.458666141 +0000 UTC m=+34.861094226 ,  2023-08-21 20:58:22.471080381 +0000 UTC m=+34.873508476 ,  12413999
2023-08-21 20:58:22.458667924 +0000 UTC m=+34.861096039 ,  2023-08-21 20:58:22.471444366 +0000 UTC m=+34.873872451 ,  12776292
2023-08-21 20:58:22.459758478 +0000 UTC m=+34.862186563 ,  2023-08-21 20:58:22.471597765 +0000 UTC m=+34.874025860 ,  11839237
2023-08-21 20:58:22.459854769 +0000 UTC m=+34.862282884 ,  2023-08-21 20:58:22.471636127 +0000 UTC m=+34.874064212 ,  11781278
2023-08-21 20:58:22.459899814 +0000 UTC m=+34.862327899 ,  2023-08-21 20:58:22.47166923 +0000 UTC m=+34.874097315 ,  11769356
2023-08-21 20:58:22.459947524 +0000 UTC m=+34.862375609 ,  2023-08-21 20:58:22.471701671 +0000 UTC m=+34.874129756 ,  11754097
2023-08-21 20:58:22.459991046 +0000 UTC m=+34.862419131 ,  2023-08-21 20:58:22.471721077 +0000 UTC m=+34.874149162 ,  11729981
2023-08-21 20:58:22.460050819 +0000 UTC m=+34.862478904 ,  2023-08-21 20:58:22.471737699 +0000 UTC m=+34.874165784 ,  11686769
2023-08-21 20:58:22.460100452 +0000 UTC m=+34.862528537 ,  2023-08-21 20:58:22.471762014 +0000 UTC m=+34.874190099 ,  11661512
2023-08-21 20:58:22.46026371 +0000 UTC m=+34.862691795 ,  2023-08-21 20:58:22.47177571 +0000 UTC m=+34.874203805 ,  11511960
2023-08-21 20:58:22.459302048 +0000 UTC m=+34.861730133 ,  2023-08-21 20:58:22.471544805 +0000 UTC m=+34.873972900 ,  12242707
2023-08-21 20:58:22.459291529 +0000 UTC m=+34.861719614 ,  2023-08-21 20:58:22.4715475 +0000 UTC m=+34.873975585 ,  12255921
